"","X","Stay.at.Home.Order","Mandatory.Quarantine.for.Travelers","Non.Essential.Business.Closures","Large.Gatherings.Ban","School.Closures","Restaurant.Limits","Primary.Election.Postponement","Version","Face.Covering.Requirement"
"463","Oregon","Statewide","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_25","Required for General Public"
"464","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_25","Required for General Public"
"465","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_25","Required for General Public"
"466","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_25","Allows Local Officals to Require for General Public"
"467","South Dakota","-","-","-","Lifted","Recommended Closure for School Year","-","-","2020_06_25","-"
"468","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Recommended Closure for School Year","Reopened to Dine-in Service","-","2020_06_25","-"
"469","Texas","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_25","Allows Local Officals to Require for General Public"
"470","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_25","Required for Certain Employees"
"471","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_25","Required for Certain Employees"
"472","Virginia","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_25","Required for General Public"
"473","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_25","Required for General Public"
"474","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_25","Required for Certain Employees"
"475","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_25","-"
"476","Wyoming","-","Lifted","-","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service ","-","2020_06_25","Required for Certain Employees"
"479","Alabama","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","Required for Certain Employees"
"480","Alaska","Lifted","All Travelers","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service ","-","2020_06_26","Required for Certain Employees"
"481","Arizona","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"482","Arkansas","-","Lifted","-","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees"
"483","California","Statewide","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","All Gatherings Prohibited","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"484","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees"
"485","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for General Public"
"486","Delaware","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for General Public"
"487","District of Columbia","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"488","Florida","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees"
"489","Georgia","Rolled Back to High Risk Groups","-","All Non-Essential Businesses Permitted to Reopen ","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service ","Postponed","2020_06_26","Required for Certain Employees"
"490","Hawaii","Statewide","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","Required for General Public"
"491","Idaho","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Recommended Closure","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","-"
"492","Illinois","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Closed Except for Takeout/Delivery","-","2020_06_26","Required for General Public"
"493","Indiana","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for Certain Employees"
"494","Iowa","-","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","Allows Local Officals to Require for General Public"
"495","Kansas","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service ","-","2020_06_26","-"
"496","Kentucky","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Below 25","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for Certain Employees"
"497","Louisiana","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for Certain Employees"
"498","Maine","Statewide","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for General Public"
"499","Maryland","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for General Public"
"500","Massachusetts","Rolled Back to High Risk Groups","All Travelers","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","Required for General Public"
"501","Michigan","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"502","Minnesota","Lifted","-","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees"
"503","Mississippi","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for Certain Employees"
"504","Missouri","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","-"
"505","Montana","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Rescinded","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","-"
"506","Nebraska","-","Rolled Back to International Travel","-","Expanded to New Limit of 25","Closed","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees"
"507","Nevada","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"508","New Hampshire","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees"
"509","New Jersey","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for General Public"
"510","New Mexico","Statewide","All Air Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Closed Except for Takeout/Delivery","-","2020_06_26","Required for Certain Employees"
"511","New York","Statewide","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for General Public"
"512","North Carolina","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited","Closed","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"513","North Dakota","-","All Travelers","All Non-Essential Businesses Permitted to Reopen","-","Closed","Reopened to Dine-in Service","-","2020_06_26","- "
"514","Ohio","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Reopened to Dine-in Service","Postponed","2020_06_26","Required for Certain Employees"
"515","Oklahoma","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","-"
"516","Oregon","Statewide","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","Required for General Public"
"517","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"518","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for General Public"
"519","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","Allows Local Officals to Require for General Public"
"520","South Dakota","-","-","-","Lifted","Recommended Closure for School Year","-","-","2020_06_26","-"
"521","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Recommended Closure for School Year","Reopened to Dine-in Service","-","2020_06_26","-"
"522","Texas","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Allows Local Officals to Require for General Public"
"523","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","Required for Certain Employees"
"524","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for Certain Employees"
"525","Virginia","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"526","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_26","Required for General Public"
"527","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_26","Required for Certain Employees"
"528","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_26","-"
"529","Wyoming","-","Lifted","-","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service ","-","2020_06_26","Required for Certain Employees"
"532","Alabama","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","Required for Certain Employees"
"533","Alaska","Lifted","All Travelers","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service ","-","2020_06_30","Required for Certain Employees"
"534","Arizona","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"535","Arkansas","-","Lifted","-","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"536","California","Statewide","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","All Gatherings Prohibited","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"537","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"538","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for General Public"
"539","Delaware","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for General Public"
"540","District of Columbia","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"541","Florida","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"542","Georgia","Rolled Back to High Risk Groups","-","All Non-Essential Businesses Permitted to Reopen ","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service ","Postponed","2020_06_30","Required for Certain Employees"
"543","Hawaii","Statewide","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","Required for General Public"
"544","Idaho","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Recommended Closure","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","-"
"545","Illinois","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"546","Indiana","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for Certain Employees"
"547","Iowa","-","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","Allows Local Officals to Require for General Public"
"548","Kansas","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service ","-","2020_06_30","Required for General Public"
"549","Kentucky","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for Certain Employees"
"550","Louisiana","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for Certain Employees"
"551","Maine","Statewide","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Recommended Closure for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for General Public"
"552","Maryland","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for General Public"
"553","Massachusetts","Rolled Back to High Risk Groups","All Travelers","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","Required for General Public"
"554","Michigan","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"555","Minnesota","Lifted","-","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"556","Mississippi","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for Certain Employees"
"557","Missouri","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","-"
"558","Montana","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Rescinded","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","-"
"559","Nebraska","-","Rolled Back to International Travel","-","Expanded to New Limit of 25","Closed","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"560","Nevada","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"561","New Hampshire","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"562","New Jersey","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for General Public"
"563","New Mexico","Statewide","All Air Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"564","New York","Statewide","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for General Public"
"565","North Carolina","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited","Closed","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"566","North Dakota","-","All Travelers","All Non-Essential Businesses Permitted to Reopen","-","Closed","Reopened to Dine-in Service","-","2020_06_30","- "
"567","Ohio","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25","Closed for School Year","Reopened to Dine-in Service","Postponed","2020_06_30","Required for Certain Employees"
"568","Oklahoma","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","-"
"569","Oregon","Statewide","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","Required for General Public"
"570","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"571","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for General Public"
"572","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","Allows Local Officals to Require for General Public"
"573","South Dakota","-","-","-","Lifted","Recommended Closure for School Year","-","-","2020_06_30","-"
"574","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25","Recommended Closure for School Year","Reopened to Dine-in Service","-","2020_06_30","-"
"575","Texas","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Allows Local Officals to Require for General Public"
"576","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","Required for Certain Employees"
"577","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for Certain Employees"
"578","Virginia","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"579","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","-","2020_06_30","Required for General Public"
"580","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service with Capacity Limits","Postponed","2020_06_30","Required for Certain Employees"
"581","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted","Closed for School Year","Reopened to Dine-in Service","-","2020_06_30","-"
"582","Wyoming","-","Lifted","-","Expanded to New Limit Above 25","Closed for School Year","Reopened to Dine-in Service ","-","2020_06_30","Required for Certain Employees"
