"","X","Stay.at.Home.Order","Mandatory.Quarantine.for.Travelers","Non.Essential.Business.Closures","Large.Gatherings.Ban","School.Closures","Restaurant.Limits","Primary.Election.Postponement","Version","Face.Covering.Requirement"
"1118","California","Statewide","-","New Business Closures or Limits","All Gatherings Prohibited",NA,"Newly Closed to Dine-in Service","-","2020_07_23","Required for General Public"
"1119","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1120","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1121","Delaware","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1122","District of Columbia","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1123","Florida","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for Certain Employees"
"1124","Georgia","Rolled Back to High Risk Groups","-","All Non-Essential Businesses Permitted to Reopen ","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","Postponed","2020_07_23","Required for Certain Employees"
"1125","Hawaii","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_23","Required for General Public"
"1126","Idaho","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","-"
"1127","Illinois","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1128","Indiana","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1129","Iowa","-","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_23","Allows Local Officals to Require for General Public"
"1130","Kansas","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_23","Required for General Public"
"1131","Kentucky","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1132","Louisiana","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1133","Maine","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1134","Maryland","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1135","Massachusetts","Rolled Back to High Risk Groups","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service","-","2020_07_23","Required for General Public"
"1136","Michigan","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1137","Minnesota","Lifted","-","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1138","Mississippi","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for Certain Employees"
"1139","Missouri","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_23","-"
"1140","Montana","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1141","Nebraska","-","Rolled Back to International Travel","-","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for Certain Employees"
"1142","Nevada","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1143","New Hampshire","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for Certain Employees"
"1144","New Jersey","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1145","New Mexico","Lifted","All Air Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"New Capacity Limits","-","2020_07_23","Required for Certain Employees"
"1146","New York","Rolled Back to High Risk Groups","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1147","North Carolina","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1148","North Dakota","-","All Travelers","All Non-Essential Businesses Permitted to Reopen","-",NA,"Reopened to Dine-in Service","-","2020_07_23","- "
"1149","Ohio","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service","Postponed","2020_07_23","Required for General Public"
"1150","Oklahoma","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","-"
"1151","Oregon","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_23","Required for General Public"
"1152","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_23","Required for General Public"
"1153","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1154","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_23","Allows Local Officals to Require for General Public"
"1155","South Dakota","-","-","-","Lifted",NA,"-","-","2020_07_23","-"
"1156","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_23","Allows Local Officals to Require for General Public"
"1157","Texas","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1158","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_23","Required for Certain Employees"
"1159","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for Certain Employees"
"1160","Virginia","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_23","Required for General Public"
"1161","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_23","Required for General Public"
"1162","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_23","Required for General Public"
"1163","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_23","-"
"1164","Wyoming","-","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","-","2020_07_23","Required for Certain Employees"
"1167","Alabama","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_27","Required for General Public"
"1168","Alaska","Lifted","All Travelers","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_27","Required for Certain Employees"
"1169","Arizona","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_27","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"1170","Arkansas","-","Lifted","-","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1171","California","Statewide","-","New Business Closures or Limits","All Gatherings Prohibited",NA,"Newly Closed to Dine-in Service","-","2020_07_27","Required for General Public"
"1172","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1173","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1174","Delaware","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1175","District of Columbia","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1176","Florida","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for Certain Employees"
"1177","Georgia","Rolled Back to High Risk Groups","-","All Non-Essential Businesses Permitted to Reopen ","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","Postponed","2020_07_27","Required for Certain Employees"
"1178","Hawaii","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_27","Required for General Public"
"1179","Idaho","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","-"
"1180","Illinois","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1181","Indiana","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1182","Iowa","-","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_27","Allows Local Officals to Require for General Public"
"1183","Kansas","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_27","Required for General Public"
"1184","Kentucky","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1185","Louisiana","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1186","Maine","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1187","Maryland","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1188","Massachusetts","Rolled Back to High Risk Groups","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service","-","2020_07_27","Required for General Public"
"1189","Michigan","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1190","Minnesota","Lifted","-","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1191","Mississippi","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for Certain Employees"
"1192","Missouri","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_27","-"
"1193","Montana","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1194","Nebraska","-","Rolled Back to International Travel","-","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for Certain Employees"
"1195","Nevada","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1196","New Hampshire","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for Certain Employees"
"1197","New Jersey","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1198","New Mexico","Lifted","All Air Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"New Capacity Limits","-","2020_07_27","Required for Certain Employees"
"1199","New York","Rolled Back to High Risk Groups","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1200","North Carolina","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1201","North Dakota","-","All Travelers","All Non-Essential Businesses Permitted to Reopen","-",NA,"Reopened to Dine-in Service","-","2020_07_27","- "
"1202","Ohio","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service","Postponed","2020_07_27","Required for General Public"
"1203","Oklahoma","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","-"
"1204","Oregon","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_27","Required for General Public"
"1205","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_27","Required for General Public"
"1206","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1207","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_27","Allows Local Officals to Require for General Public"
"1208","South Dakota","-","-","-","Lifted",NA,"-","-","2020_07_27","-"
"1209","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_27","Allows Local Officals to Require for General Public"
"1210","Texas","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1211","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_27","Required for Certain Employees"
"1212","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for Certain Employees"
"1213","Virginia","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_27","Required for General Public"
"1214","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_27","Required for General Public"
"1215","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_27","Required for General Public"
"1216","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_27","-"
"1217","Wyoming","-","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","-","2020_07_27","Required for Certain Employees"
"1220","Alabama","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_28","Required for General Public"
"1221","Alaska","Lifted","All Travelers","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_28","Required for Certain Employees"
"1222","Arizona","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_28","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"1223","Arkansas","-","Lifted","-","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1224","California","Statewide","-","New Business Closures or Limits","All Gatherings Prohibited",NA,"Newly Closed to Dine-in Service","-","2020_07_28","Required for General Public"
"1225","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1226","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1227","Delaware","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1228","District of Columbia","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1229","Florida","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for Certain Employees"
"1230","Georgia","Rolled Back to High Risk Groups","-","All Non-Essential Businesses Permitted to Reopen ","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","Postponed","2020_07_28","Required for Certain Employees"
"1231","Hawaii","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_28","Required for General Public"
"1232","Idaho","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","-"
"1233","Illinois","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1234","Indiana","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1235","Iowa","-","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_28","Allows Local Officals to Require for General Public"
"1236","Kansas","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_28","Required for General Public"
"1237","Kentucky","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1238","Louisiana","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1239","Maine","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1240","Maryland","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1241","Massachusetts","Rolled Back to High Risk Groups","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service","-","2020_07_28","Required for General Public"
"1242","Michigan","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1243","Minnesota","Lifted","-","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1244","Mississippi","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for Certain Employees"
"1245","Missouri","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_28","-"
"1246","Montana","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1247","Nebraska","-","Rolled Back to International Travel","-","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for Certain Employees"
"1248","Nevada","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1249","New Hampshire","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for Certain Employees"
"1250","New Jersey","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1251","New Mexico","Lifted","All Air Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"New Capacity Limits","-","2020_07_28","Required for Certain Employees"
"1252","New York","Rolled Back to High Risk Groups","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1253","North Carolina","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1254","North Dakota","-","All Travelers","All Non-Essential Businesses Permitted to Reopen","-",NA,"Reopened to Dine-in Service","-","2020_07_28","- "
"1255","Ohio","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service","Postponed","2020_07_28","Required for General Public"
"1256","Oklahoma","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","-"
"1257","Oregon","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_28","Required for General Public"
"1258","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"New Capacity Limits","-","2020_07_28","Required for General Public"
"1259","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1260","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_28","Allows Local Officals to Require for General Public"
"1261","South Dakota","-","-","-","Lifted",NA,"-","-","2020_07_28","-"
"1262","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_28","Allows Local Officals to Require for General Public"
"1263","Texas","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
"1264","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_28","Required for Certain Employees"
"1265","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for Certain Employees"
"1266","Virginia","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_28","Required for General Public"
"1267","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_28","Required for General Public"
